"","date_amazon","date","id","price_offline","price_online","price_amazon","sale_online","product_online","product_amazon","merchant","url","imputed","comments","pricetype","datediff","cat_id","category","retailer_id","retailer_s"
"1","28-Jan-16","21-Jan-16","6350009",199.99,169.99,156.99,1,"Actiontec - MyWirelessTV2 Wireless Video Transmitter and Receiver - Black","Actiontec My Wireless TV WiFi / HDMI Multi-Room Wireless HD Video Kit - 2nd Generation (MWTV2KIT01)","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Actiontec-Wireless-WiFi-Multi-Room-Video/dp/B00LSS10PM/ref=sr_1_1?ie=UTF8&qid=1454040704&sr=8-1&keywords=Actiontec+-+MyWirelessTV2+Wireless+Video+Transmitter+and+Receiver+-+Black",1,"","Regular Price",7,900,"Electronics",40,"USA_40"
"2","8-Jun-16","7-Jun-16","1573073",159.99,106.99,149.97,1,"Turtle Beach - Ear Force XO SEVEN PRO Gaming Headset for Xbox One - Black/Green""","Turtle Beach - Ear Force XO Seven Pro Premium Gaming Headset - Superhuman Hearing - Xbox One","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Turtle-Beach-Premium-Headset-Superhuman-Hearing/dp/B00O9GVKZU?ie=UTF8&keywords=Turtle%20Beach%20-%20Ear%20Force%20XO%20SEVEN%20PRO%20Gaming%20Headset%20for%20Xbox%20One%20-%20Black%2FGreen%26%2334%3B&m=ATVPDKIKX0DER&qid=1465444078&ref_=sr_1_1&sr=8-1",NA,"","Regular Price",1,900,"Electronics",40,"USA_40"
"3","7-Jun-16","7-Jun-16","8801785",9.99,9.99,798,0,"Sony - Passive 3D Glasses - Black""","Sony KDL55W800C 55-Inch 1080p 3D Smart LED TV (2015 Model)","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Sony-KDL55W800C-55-Inch-1080p-Smart/dp/B00R45XC0Y?ie=UTF8&keywords=Sony%20-%20Passive%203D%20Glasses%20-%20Black%26%2334%3B&m=ATVPDKIKX0DER&qid=1465357430&ref_=sr_1_1&sr=8-1",NA,"","Regular Price",0,900,"Electronics",40,"USA_40"
"4","25-Feb-15","24-Feb-15","8.54E+11",249.99,249.99,249,0,"8.54E+11","Nest Learning Thermostat - 2nd Generation T200577","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Nest-Learning-Thermostat-Generation-T200577/dp/B009GDHYPQ/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1424840626&sr=8-1&keywords=854448003037",1,"","",1,900,"Electronics",40,"USA_40"
"5","2-Jun-16","29-May-16","4802003",29.99,29.99,19.88,0,"Sony - AM/FM Dual-Alarm Clock Radio - Black""","Sony ICFC1 Alarm Clock Radio, Black","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Sony-ICFC1-Alarm-Clock-Radio/dp/B00IEYHMIM/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464924493&sr=8-1&keywords=Sony+-+AM%2FFM+Dual-Alarm+Clock+Radio+-+Black%22",1,"","Regular Price",4,900,"Electronics",40,"USA_40"
"6","28-May-16","21-May-16","3215111",12.99,12.99,11.84,0,"Nintendo - amiibo Figure (Peach)""","Peach amiibo (Super Mario Bros Series)","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Peach-amiibo-Super-Mario-Wii-U/dp/B00S7O6QWM/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464491590&sr=8-1&keywords=Nintendo+-+amiibo+Figure+%28Peach%29%22",1,"","Regular Price",7,900,"Electronics",40,"USA_40"
"7","9-Jun-16","7-Jun-16","4938104",39.99,38.99,35.16,1,"Speck - CandyShell Inked Case for Samsung Galaxy S7 Cell Phones - Vintage Bouquet Grey/Shocking Pink""","Samsung Galaxy S 7 Candyshell Inked Case","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Speck-Products-CandyShell-Shocking-Protective/dp/B01BCWL49U/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465530149&sr=8-1&keywords=Speck+-+CandyShell+Inked+Case+for+Samsung+Galaxy+S7+Cell+Phones+-+Vintage+Bouquet+Grey%2FShocking+Pink%22",NA,"","Regular Price",2,900,"Electronics",40,"USA_40"
"8","22-Jun-16","22-Jun-16","9575199",99.99,89.99,89.99,1,"Canon - MAXIFY MB2320 Wireless All-In-One Printer - Black""","Canon MAXIFY MB2320 Wireless Office All-In-One Inkjet Printer with Mobile and Tablet Printing, Black","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Canon-MB2320-Wireless-Printer-Printing/dp/B00NNVDPUK/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466651858&sr=8-1&keywords=Canon+-+MAXIFY+MB2320+Wireless+All-In-One+Printer+-+Black%22",NA,"","Regular Price",0,900,"Electronics",40,"USA_40"
"9","7-Jun-16","6-Jun-16","5265041",249.99,234.99,100.75,1,"Linksys - Wireless-AC Dual-Band Smart Wi-Fi Router with 4-Port Gigabit Ethernet Switch - Black""","NETGEAR AC1600 Dual Band Wi-Fi Gigabit Router (R6250)","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/NETGEAR-AC1600-Wi-Fi-Gigabit-Router/dp/B00BR3ZYIW?ie=UTF8&keywords=Linksys%20-%20Wireless-AC%20Dual-Band%20Smart%20Wi-Fi%20Router%20with%204-Port%20Gigabit%20Ethernet%20Switch%20-%20Black%26%2334%3B&m=ATVPDKIKX0DER&qid=1465356320&ref_=sr_1_1&sr=8-1",NA,"","Regular Price",1,900,"Electronics",40,"USA_40"
"10","1-Jun-16","26-May-16","4639400",79.99,79.99,28.99,0,"Apple - Magic Mouse 2 - Silver""","iHome Bluetooth Mac Mouse - White (IMAC-M110W)","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/iHome-Bluetooth-Mac-Mouse-IMAC-M110W/dp/B007X3VEX4/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464837112&sr=8-1&keywords=Apple+-+Magic+Mouse+2+-+Silver%22",1,"","Regular Price",6,900,"Electronics",40,"USA_40"
"11","26-Jun-16","22-Jun-16","4744503",104.99,99.99,99.9,1,"Canon - SELPHY CP1200 Wireless Photo Printer - Black""","Canon Selphy CP1200 Black Wireless Color Photo Printer","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Canon-Selphy-CP1200-Wireless-Printer/dp/B0195JC9D2/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466997415&sr=8-1&keywords=Canon+-+SELPHY+CP1200+Wireless+Photo+Printer+-+Black%22",NA,"","Regular Price",4,900,"Electronics",40,"USA_40"
"12","17-Jun-16","15-Jun-16","4948300",119.99,119.99,59.57,0,"Plantronics - Voyager 5220 Bluetooth Headset""","Plantronics Voyager Legend Wireless Bluetooth Headset - Compatible with iPhone, Android, and Other Leading Smartphones - Black","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Plantronics-Voyager-Wireless-Bluetooth-Headset/dp/B0092KJ9BU/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466220852&sr=8-1&keywords=Plantronics+-+Voyager+5220+Bluetooth+Headset%22",1,"","Regular Price",2,900,"Electronics",40,"USA_40"
"13","31-May-16","26-May-16","6500485",72.99,72.99,52.99,1,"Lowepro - Photo Hatchback 16L AW Camera Backpack - Slate Gray""","Lowepro Photo Hatchback 16L Camera Backpack - Daypack Style Backpack For DSLR and Mirrorless Cameras","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Lowepro-Photo-Hatchback-Camera-Backpack/dp/B008O8EGOQ/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464751200&sr=8-1&keywords=Lowepro+-+Photo+Hatchback+16L+AW+Camera+Backpack+-+Slate+Gray%22",1,"","Regular Price",5,900,"Electronics",40,"USA_40"
"14","25-Jun-16","22-Jun-16","8475049",349.99,279.99,279.99,1,"Brother - MFC-9130CW Color Wireless Laser Printer - Gray""","Brother MFC9130CW Wireless All-In-One Printer with Scanner, Copier and Fax, Amazon Dash Replenishment Enabled","Ships from and sold by Amazon.com.","https://www.amazon.com/Brother-MFC9130CW-Wireless-Printer-Replenishment/dp/B00C6MNP52/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466910992&sr=8-1&keywords=Brother+-+MFC-9130CW+Color+Wireless+Laser+Printer+-+Gray%22",NA,"","Regular Price",3,900,"Electronics",40,"USA_40"
"15","7-Jun-16","1-Jun-16","127687",7.49,7.49,33.99,0,"Duracell - AA Batteries (8-Pack)""","Duracell MN1500 AA Batteries, 100 Count Pack (AAA 8 Count Included)","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Duracell-MN1500-Batteries-Count-Included/dp/B011LL16WM?ie=UTF8&keywords=Duracell%20-%20AA%20Batteries%20(8-Pack)%26%2334%3B&m=ATVPDKIKX0DER&qid=1465355952&ref_=sr_1_1&sr=8-1",1,"","Regular Price",6,900,"Electronics",40,"USA_40"
"16","3-May-16","30-Apr-16","4863049",39.99,39.99,30.55,0,"LEGO Jurassic World - Xbox One","LEGO Jurassic World - Xbox One Standard Edition","Ships from and sold by Amazon.com exclusively for Prime members. Details Gift-wrap available.","http://www.amazon.com/LEGO-Jurassic-World-Xbox-One-Standard/dp/B00SXEONTY/ref=sr_1_1?ie=UTF8&qid=1462331625&sr=8-1&keywords=LEGO+Jurassic+World+-+Xbox+One",1,"","Regular Price",3,900,"Electronics",40,"USA_40"
"17","27-Jun-16","22-Jun-16","8475049",349.99,279.99,279.99,1,"Brother - MFC-9130CW Color Wireless Laser Printer - Gray""","Brother MFC9130CW Wireless All-In-One Printer with Scanner, Copier and Fax, Amazon Dash Replenishment Enabled","Ships from and sold by Amazon.com.","https://www.amazon.com/Brother-MFC9130CW-Wireless-Printer-Replenishment/dp/B00C6MNP52/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1467083718&sr=8-1&keywords=Brother+-+MFC-9130CW+Color+Wireless+Laser+Printer+-+Gray%22",NA,"","Regular Price",5,900,"Electronics",40,"USA_40"
"18","4-Jun-16","1-Jun-16","6935119",199.99,129.99,42.17,1,"Altec Lansing - Boom Jacket Bluetooth Speaker - Red""","Altec Lansing The Jacket Bluetooth Speaker, Black (iMW455)","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Altec-Lansing-Bluetooth-Speaker-iMW455/dp/B00ECL8IN4/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465096309&sr=8-1&keywords=Altec+Lansing+-+Boom+Jacket+Bluetooth+Speaker+-+Red%22",1,"","Regular Price",3,900,"Electronics",40,"USA_40"
"19","9-Jun-16","7-Jun-16","4987000",99.99,99.99,35.36,0,"mophie - Juice Pack External Battery Case for Samsung Galaxy S7 - Black""","UNU Superpak10000mAH 3.1A Portable Charger - Matte Black [Apple Certified] External Battery Pack with 2-in-1 Lightning Cable 8Pin and MicroUSB Cable","Ships from and sold by Amazon.com.","https://www.amazon.com/UNU-Superpak10000mAH-3-1A-Portable-Charger/dp/B00LXL6L9E/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465529316&sr=8-1&keywords=mophie+-+Juice+Pack+External+Battery+Case+for+Samsung+Galaxy+S7+-+Black%22",NA,"","Regular Price",2,900,"Electronics",40,"USA_40"
"20","20-Jun-16","14-Jun-16","4101661",9.99,9.99,7.88,0,"Case Logic - 32 Capacity CD Wallet""","Case Logic CDW-32 32 Capacity Classic CD Wallet (Black)","Ships from and sold by Amazon.com exclusively for Prime members. Details Gift-wrap available.","https://www.amazon.com/Case-Logic-CDW-32-Capacity-Classic/dp/B00005ATMB/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466478919&sr=8-1&keywords=Case+Logic+-+32+Capacity+CD+Wallet%22",1,"","Regular Price",6,900,"Electronics",40,"USA_40"
"21","12-Jun-16","6-Jun-16","6612027",49.99,49.99,49.99,1,"Logitech - Keys-to-Go Bluetooth Keyboard - Blue""","Logitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows, Dark Blue (920-007196)","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Logitech-Ultra-Portable-Bluetooth-Keyboard-920-007196/dp/B00VUK4R0S/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465788348&sr=8-1&keywords=Logitech+-+Keys-to-Go+Bluetooth+Keyboard+-+Blue%22",NA,"","Regular Price",6,900,"Electronics",40,"USA_40"
"22","29-May-16","26-May-16","7010007",64.99,64.99,47.09,0,"Sony - DUALSHOCK 4 Wireless Controller for PlayStation 4 - Glacier White""","DualShock 4 Wireless Controller for PlayStation 4 - Glacier White","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/DualShock-Wireless-Controller-PlayStation-Glacier-4/dp/B00KVP76G0/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464580246&sr=8-1&keywords=Sony+-+DUALSHOCK+4+Wireless+Controller+for+PlayStation+4+-+Glacier+White%22",1,"","Regular Price",3,900,"Electronics",40,"USA_40"
"23","31-May-16","26-May-16","9635339",49.99,49.99,10.96,0,"Apple - Optical Mouse - White""","Macally 3 Button USB 1000DPI Optical Wired Mouse with 5 foot cord, compatible with Mac and PC (ICEMOUSE2)","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Macally-1000DPI-Optical-compatible-ICEMOUSE2/dp/B00B55I9MA/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464750758&sr=8-1&keywords=Apple+-+Optical+Mouse+-+White%22",1,"","Regular Price",5,900,"Electronics",40,"USA_40"
"24","17-Jun-16","14-Jun-16","5023200",59.99,59.99,59.99,1,"Amazon - Fire 7"" Tablet 16GB - Black""","Fire Tablet, 7"" Display, Wi-Fi, 16 GB - Includes Special Offers, Black","Ships from and sold by Amazon Digital Services LLC. Gift-wrap available.","https://www.amazon.com/Fire-Tablet-Display-Wi-Fi-16/dp/B018Y22BI4/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466219620&sr=8-1&keywords=Amazon+-+Fire+7%22+Tablet+16GB+-+Black%22",1,"","Regular Price",3,900,"Electronics",40,"USA_40"
"25","26-Jun-16","22-Jun-16","4291002",129.99,129.99,129,1,"Canon - PIXMA MG7720 White Wireless All-In-One Printer - White""","Canon MG7720 Wireless All-In-One Printer with Scanner and Copier: Mobile and Tablet Printing, with Airprint(TM) and Google Cloud Print compatible, White","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Canon-MG7720-Wireless-Printer-Scanner/dp/B013C0ZCXE/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466997385&sr=8-1&keywords=Canon+-+PIXMA+MG7720+White+Wireless+All-In-One+Printer+-+White%22",NA,"","Regular Price",4,900,"Electronics",40,"USA_40"
"26","26-Jun-16","22-Jun-16","4667001",199.99,199.99,199.99,1,"Epson - WorkForce Pro WF-4630 Wireless All-In-One Printer - Black""","Epson WorkForce Pro WF-4630 C11CD10201 Wireless Color All-in-One Inkjet Printer with Scanner and Copier","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Epson-WorkForce-WF-4630-C11CD10201-Wireless/dp/B00JXLGESY/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466997583&sr=8-1&keywords=Epson+-+WorkForce+Pro+WF-4630+Wireless+All-In-One+Printer+-+Black%22",NA,"","Regular Price",4,900,"Electronics",40,"USA_40"
"27","7-May-16","1-May-16","8767246",249.99,249.99,649.88,0,"Manfrotto - 67"" Tripod - Black""","Manfrotto 535 Carbon Fiber 2-Stage Video Tripod with 75mm Bowl (Black)","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Manfrotto-535-Carbon-2-Stage-Tripod/dp/B001ASVNMK/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1462677333&sr=8-1&keywords=Manfrotto+-+67%22+Tripod+-+Black%22",1,"","Regular Price",6,900,"Electronics",40,"USA_40"
"28","21-Jun-16","14-Jun-16","4396401",69.99,69.99,69,1,"Adobe Photoshop Elements 14 - Windows|Mac""","Adobe Photoshop Elements 14","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Adobe-65263875-Photoshop-Elements-14/dp/B014GP8XGM/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466565125&sr=8-1&keywords=Adobe+Photoshop+Elements+14+-+Windows%7CMac%22",1,"","Regular Price",7,900,"Electronics",40,"USA_40"
"29","9-Jun-16","6-Jun-16","4760603",69.99,69.99,57.67,0,"NETGEAR - Powerline 1000 Network Extender - White""","NETGEAR Powerline 1000 - Essentials Edition (PL1010-100PAS)","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/NETGEAR-Powerline-1000-Essentials-PL1010-100PAS/dp/B01929ESG6/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465529519&sr=8-1&keywords=NETGEAR+-+Powerline+1000+Network+Extender+-+White%22",NA,"","Regular Price",3,900,"Electronics",40,"USA_40"
"30","7-Oct-15","6-Oct-15","17817602853",99.99,99.99,99,0,"17817602853","Bose Companion 2 Series III Multimedia Speakers","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Bose-Companion-III-Multimedia-Speakers/dp/B00CD1PTF0/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1444191777&sr=8-1&keywords=017817602853",NA,"","",1,900,"Electronics",40,"USA_40"
"31","16-Jun-16","14-Jun-16","3669694",103.99,102.99,93.27,1,"Texas Instruments - TI-83 Plus Graphing Calculator""","Texas Instruments TI-83 Plus Graphing Calculator","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Texas-Instruments-TI-83-Graphing-Calculator/dp/B00001N2QU/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466135016&sr=8-1&keywords=Texas+Instruments+-+TI-83+Plus+Graphing+Calculator%22",1,"","Regular Price",2,900,"Electronics",40,"USA_40"
"32","29-May-16","26-May-16","6500485",72.99,72.99,52.99,1,"Lowepro - Photo Hatchback 16L AW Camera Backpack - Slate Gray""","Lowepro Photo Hatchback 16L Camera Backpack - Daypack Style Backpack For DSLR and Mirrorless Cameras","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Lowepro-Photo-Hatchback-Camera-Backpack/dp/B008O8EGOQ/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464579904&sr=8-1&keywords=Lowepro+-+Photo+Hatchback+16L+AW+Camera+Backpack+-+Slate+Gray%22",1,"","Regular Price",3,900,"Electronics",40,"USA_40"
"33","2-Jun-16","26-May-16","8240079",59.99,59.99,46.88,0,"Sony - DUALSHOCK 4 Wireless Controller for PlayStation 4 - Black""","DualShock 4 Wireless Controller for PlayStation 4 - Jet Black","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/DualShock-Wireless-Controller-PlayStation-Black-4/dp/B00BGA9X9W/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464924525&sr=8-1&keywords=Sony+-+DUALSHOCK+4+Wireless+Controller+for+PlayStation+4+-+Black%22",1,"","Regular Price",7,900,"Electronics",40,"USA_40"
"34","23-Jun-16","22-Jun-16","4744503",104.99,99.99,99.9,1,"Canon - SELPHY CP1200 Wireless Photo Printer - Black""","Canon Selphy CP1200 Black Wireless Color Photo Printer","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Canon-Selphy-CP1200-Wireless-Printer/dp/B0195JC9D2/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466738301&sr=8-1&keywords=Canon+-+SELPHY+CP1200+Wireless+Photo+Printer+-+Black%22",NA,"","Regular Price",1,900,"Electronics",40,"USA_40"
"35","6-May-16","30-Apr-16","4368901",39.99,39.99,37.54,0,"Far Cry 4: Complete Edition - PlayStation 4","Far Cry 4 Complete Edition - PlayStation 4","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Far-Cry-4-Complete-PlayStation/dp/B013KZ3P9O/ref=sr_1_1?ie=UTF8&qid=1462590809&sr=8-1&keywords=Far+Cry+4%3A+Complete+Edition+-+PlayStation+4",1,"","Regular Price",6,900,"Electronics",40,"USA_40"
"36","26-May-16","20-May-16","5092004",59.99,49.99,49.99,1,"Corsair - M65 PRO RGB Optical Gaming Mouse""","Corsair Gaming M65 PRO RGB FPS Gaming Mouse, Backlit RGB LED, 12000 DPI, Optical","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Corsair-Gaming-Mouse-Backlit-Optical/dp/B01D63UU52/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464318705&sr=8-1&keywords=Corsair+-+M65+PRO+RGB+Optical+Gaming+Mouse%22",1,"","Regular Price",6,900,"Electronics",40,"USA_40"
"37","25-Jan-16","21-Jan-16","6350009",199.99,169.99,156.99,1,"Actiontec - MyWirelessTV2 Wireless Video Transmitter and Receiver - Black","Actiontec My Wireless TV WiFi / HDMI Multi-Room Wireless HD Video Kit - 2nd Generation (MWTV2KIT01)","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Actiontec-Wireless-WiFi-Multi-Room-Video/dp/B00LSS10PM/ref=sr_1_1?ie=UTF8&qid=1453781520&sr=8-1&keywords=Actiontec+-+MyWirelessTV2+Wireless+Video+Transmitter+and+Receiver+-+Black",1,"","Regular Price",4,900,"Electronics",40,"USA_40"
"38","31-May-16","26-May-16","8400089",59.99,59.99,53.99,0,"Mario Kart 8 - Nintendo Wii U""","Mario Kart 8 - Nintendo Wii U","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Mario-Kart-8-Nintendo-Wii-U/dp/B00DC7G2W8/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464751216&sr=8-1&keywords=Mario+Kart+8+-+Nintendo+Wii+U%22",1,"","Regular Price",5,900,"Electronics",40,"USA_40"
"39","10-Jun-16","7-Jun-16","5012402",69.99,69.99,69.99,0,"Microsoft - Xbox One Special Edition Dusk Shadow Wireless Controller - Faded blue metallic""","Xbox One Special Edition Dusk Shadow Wireless Controller","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Xbox-Special-Dusk-Shadow-Wireless-Controller/dp/B01BYKK1PI/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465615823&sr=8-1&keywords=Microsoft+-+Xbox+One+Special+Edition+Dusk+Shadow+Wireless+Controller+-+Faded+blue+metallic%22",NA,"","Regular Price",3,900,"Electronics",40,"USA_40"
"40","23-May-16","20-May-16","1004002",449.99,449.99,549,1,"Canon - EOS Rebel T5 DSLR Camera with 18-55mm and 75-300mm Lenses - Black""","Canon EOS Rebel T6 Digital SLR Camera Kit with EF-S 18-55mm and EF 75-300mm Zoom Lenses (Black)","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Canon-Digital-Camera-18-55mm-75-300mm/dp/B01CQJHJ2E/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464033970&sr=8-1&keywords=Canon+-+EOS+Rebel+T5+DSLR+Camera+with+18-55mm+and+75-300mm+Lenses+-+Black%22",1,"","Regular Price",3,900,"Electronics",40,"USA_40"
"41","14-Jun-16","14-Jun-16","7715261",59.99,59.99,59.99,1,"THINKWARE - H50 HD Dash Camera - Black""","THINKWARE H50 HD Dash Cam with 2.0MP CMOS Camera","Ships from and sold by Amazon.com.","https://www.amazon.com/THINKWARE-Dash-2-0MP-CMOS-Camera/dp/B00VHWAVTA/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465961896&sr=8-1&keywords=THINKWARE+-+H50+HD+Dash+Camera+-+Black%22",NA,"","Regular Price",0,900,"Electronics",40,"USA_40"
"42","27-Jun-16","22-Jun-16","4363402",99.99,99.99,99.99,0,"HP - OfficeJet 4650 Wireless All-In-One Printer - Black""","HP OfficeJet 4650 Wireless All-in-One Photo Printer with Mobile Printing, Instant Ink ready (F1J03A)","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/HP-OfficeJet-Wireless-Printing-F1J03A/dp/B013SKI4X8/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1467084227&sr=8-1&keywords=HP+-+OfficeJet+4650+Wireless+All-In-One+Printer+-+Black%22",NA,"","Regular Price",5,900,"Electronics",40,"USA_40"
"43","10-Jun-16","6-Jun-16","4651100",99.99,99.99,99.95,0,"Lutron - Caseta Wireless Smart Bridge Kit - White""","Lutron P-BDG-PKG1W Caseta Wireless Dimmer Kit with Smart Bridge, White, Works with Alexa","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Lutron-P-BDG-PKG1W-Caseta-Wireless-Dimmer/dp/B00MXCRAX8/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465615707&sr=8-1&keywords=Lutron+-+Caseta+Wireless+Smart+Bridge+Kit+-+White%22",NA,"","Regular Price",4,900,"Electronics",40,"USA_40"
"44","20-Jun-16","15-Jun-16","5154043",129.99,129.99,129.99,0,"Plantronics - Voyager Edge Bluetooth Headset with Charging Case - Black""","Jabra Eclipse Wireless Bluetooth Headset","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Jabra-Eclipse-Wireless-Bluetooth-Headset/dp/B014EUQ492/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466479943&sr=8-1&keywords=Plantronics+-+Voyager+Edge+Bluetooth+Headset+with+Charging+Case+-+Black%22",1,"","Regular Price",5,900,"Electronics",40,"USA_40"
"45","6-May-16","1-May-16","8734569",129.99,129.99,128,0,"Sony - USB Stereo Turntable - Black","Sony PSLX300USB USB Stereo Turntable","Ships from and sold by Amazon.com. Gift-wrap available.","http://www.amazon.com/Sony-PSLX300USB-USB-Stereo-Turntable/dp/B0015HOFZI/ref=sr_1_1?ie=UTF8&qid=1462591357&sr=8-1&keywords=Sony+-+USB+Stereo+Turntable+-+Black",1,"","Regular Price",5,900,"Electronics",40,"USA_40"
"46","17-Jun-16","14-Jun-16","4101661",9.99,9.99,7.89,0,"Case Logic - 32 Capacity CD Wallet""","Case Logic CDW-32 32 Capacity Classic CD Wallet (Black)","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Case-Logic-CDW-32-Capacity-Classic/dp/B00005ATMB/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466219787&sr=8-1&keywords=Case+Logic+-+32+Capacity+CD+Wallet%22",1,"","Regular Price",3,900,"Electronics",40,"USA_40"
"47","28-Jun-16","22-Jun-16","4901515",59.99,59.99,59.99,1,"Epson - Expression Home XP-430 Small-in-One Wireless All-In-One Printer""","Epson Expression Home XP-430 Wireless Color Photo Printer with Scanner and Copier","Ships from and sold by Amazon.com. Gift-wrap available.","https://www.amazon.com/Epson-Expression-Wireless-Printer-Scanner/dp/B01BIGO5IW/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1467170380&sr=8-1&keywords=Epson+-+Expression+Home+XP-430+Small-in-One+Wireless+All-In-One+Printer%22",NA,"","Regular Price",6,900,"Electronics",40,"USA_40"
